Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
9/27/2007 8:46:40 AM,"My doctor has me using Actos, we have my blood sugar down to very acceptable levels and I feel much better with actos and glyburide. There has not been any side effects unlike the Metaformin. I don't run to the bathroom anymore and don't feel like my heart is racing anymore, as i did with Metaformin (it was a reation). I also take glyburide with this and this combonation is working for me.
					...
					",Type 2 Diabetes Mellitus,Actos oral,5,5,23,35-44 Female  on Treatment for 1 to less than 2 years (Patient),5
9/24/2007 10:00:26 AM,"My doctor has me using Actos, we have my blood sugar down to very acceptable levels and I feel much better with actos and glyburide. There has not been any side effects unlike the Metaformin. I don't run to the bathroom anymore and don't feel like my heart is racing anymore, as i did with Metaformin (it was a reation). I also take glyburide with this and this combonation is working for me.
					...
					",Type 2 Diabetes Mellitus,Actos oral,3,3,23,,1
10/21/2007 7:49:49 AM,"sugar level droped from 120 to 108, but i gaind 20 pounds in two months need to get off actos",Type 2 Diabetes Mellitus,Actos oral,5,3,42,"corky, 65-74 Male  on Treatment for 1 to 6 months (Patient)",3
10/19/2007 5:13:05 PM,"sugar level droped from 120 to 108, but i gaind 20 pounds in two months need to get off actos",Type 2 Diabetes Mellitus,Actos oral,5,5,42,"ann, 55-64 Female  on Treatment for 1 to 6 months (Patient)",5
10/16/2007 4:13:27 PM,"sugar level droped from 120 to 108, but i gaind 20 pounds in two months need to get off actos",Type 2 Diabetes Mellitus,Actos oral,5,3,42,"Dr. Y, 65-74 Male  on Treatment for 6 months to less than 1 year (Patient)",2
10/16/2007 1:59:13 PM,"sugar level droped from 120 to 108, but i gaind 20 pounds in two months need to get off actos",Type 2 Diabetes Mellitus,Actos oral,5,4,42,55-64 Female  on Treatment for 2 to less than 5 years (Patient),3
10/14/2007 6:40:56 PM,"sugar level droped from 120 to 108, but i gaind 20 pounds in two months need to get off actos",Type 2 Diabetes Mellitus,Actos oral,1,2,42,"NOACTOS, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
10/30/2007 9:51:18 AM,This medication made my feel swell terribly.,Type 2 Diabetes Mellitus,Actos oral,5,1,19,"jedwardssc, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
10/29/2007 3:57:16 PM,This medication made my feel swell terribly.,Type 2 Diabetes Mellitus,Actos oral,4,4,19,"Freda, 55-64 Female  on Treatment for 5 to less than 10 years",3
10/26/2007 1:51:55 PM,This medication made my feel swell terribly.,Type 2 Diabetes Mellitus,Actos oral,4,3,19,"ashkman, 35-44 Female  on Treatment for 2 to less than 5 years (Patient)",1
10/23/2007 7:26:23 PM,This medication made my feel swell terribly.,Type 2 Diabetes Mellitus,Actos oral,5,3,19,"ncpb978, 55-64 Male  on Treatment for less than 1 month (Patient)",3
10/23/2007 5:10:55 PM,This medication made my feel swell terribly.,Type 2 Diabetes Mellitus,Actos oral,5,5,19,35-44 on Treatment for 1 to less than 2 years (Patient),5
11/7/2007 4:34:37 PM,Before taking this medication my blood glucose was high in the mornings anywhere from 160 to 230 ---now i'm getting readings of eighties and nineties in the mornings----I am so pleased.,Type 2 Diabetes Mellitus,Actos oral,4,4,19,"Sugar, 55-64 Female  on Treatment for 1 to 6 months (Patient)",4
11/1/2007 8:12:29 PM,Before taking this medication my blood glucose was high in the mornings anywhere from 160 to 230 ---now i'm getting readings of eighties and nineties in the mornings----I am so pleased.,Type 2 Diabetes Mellitus,Actos oral,5,4,19,"alm_kee, 35-44 Female  on Treatment for 1 to 6 months (Patient)",5
11/1/2007 4:41:55 PM,Before taking this medication my blood glucose was high in the mornings anywhere from 160 to 230 ---now i'm getting readings of eighties and nineties in the mornings----I am so pleased.,Type 2 Diabetes Mellitus,Actos oral,3,3,19,Max,3
11/1/2007 12:49:18 PM,Before taking this medication my blood glucose was high in the mornings anywhere from 160 to 230 ---now i'm getting readings of eighties and nineties in the mornings----I am so pleased.,Type 2 Diabetes Mellitus,Actos oral,5,5,19,"roundboyz316, 35-44 Male  on Treatment for 2 to less than 5 years (Caregiver)",5
10/30/2007 11:43:31 PM,Before taking this medication my blood glucose was high in the mornings anywhere from 160 to 230 ---now i'm getting readings of eighties and nineties in the mornings----I am so pleased.,Type 2 Diabetes Mellitus,Actos oral,5,2,19,,2
12/3/2007 7:03:04 AM,worked well for 2 months then a steady decline in effetivness,Type 2 Diabetes Mellitus,Actos oral,5,2,12,45-54 Male  on Treatment for 1 to 6 months (Patient),2
11/19/2007 4:49:44 PM,worked well for 2 months then a steady decline in effetivness,Type 2 Diabetes Mellitus,Actos oral,4,4,12,"Fxymama, 25-34 Female  on Treatment for 1 to less than 2 years (Patient)",3
11/19/2007 10:30:45 AM,worked well for 2 months then a steady decline in effetivness,Type 2 Diabetes Mellitus,Actos oral,4,4,12,Female  on Treatment for less than 1 month (Patient),5
11/17/2007 4:07:24 PM,worked well for 2 months then a steady decline in effetivness,Type 2 Diabetes Mellitus,Actos oral,5,5,12,45-54 Male  on Treatment for 2 to less than 5 years (Patient),5
11/12/2007 6:20:39 PM,worked well for 2 months then a steady decline in effetivness,Type 2 Diabetes Mellitus,Actos oral,5,5,12,35-44 Female  on Treatment for 5 to less than 10 years (Patient),5
12/26/2007 6:10:33 PM,"WAS OFF,SUGAR HIGH,BACK ONAM INSULIN DEPEND,HAVE SOME BALANCE PROBLEM",Type 2 Diabetes Mellitus,Actos oral,4,4,5,"PATSY,  Female  on Treatment for less than 1 month (Patient)",4
12/26/2007 12:17:23 PM,"WAS OFF,SUGAR HIGH,BACK ONAM INSULIN DEPEND,HAVE SOME BALANCE PROBLEM",Type 2 Diabetes Mellitus,Actos oral,4,4,5,65-74 Male  on Treatment for 1 to 6 months (Patient),4
12/26/2007 10:59:07 AM,"WAS OFF,SUGAR HIGH,BACK ONAM INSULIN DEPEND,HAVE SOME BALANCE PROBLEM",Type 2 Diabetes Mellitus,Actos oral,5,1,5,"bagman, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
12/19/2007 7:55:47 PM,"WAS OFF,SUGAR HIGH,BACK ONAM INSULIN DEPEND,HAVE SOME BALANCE PROBLEM",Type 2 Diabetes Mellitus,Actos oral,5,5,5,"tchrsondra, 55-64 Female  on Treatment for 1 to 6 months (Patient)",4
12/11/2007 4:59:59 PM,"WAS OFF,SUGAR HIGH,BACK ONAM INSULIN DEPEND,HAVE SOME BALANCE PROBLEM",Type 2 Diabetes Mellitus,Actos oral,5,3,5,"Tony, 45-54 Male  on Treatment for 5 to less than 10 years (Patient)",2
1/10/2008 1:57:28 PM,"it has caused swelling in legs an to much stuff in my urine, and possible heart problems",Type 2 Diabetes Mellitus,Actos oral,1,1,20,"jruppel, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",1
1/4/2008 11:04:11 AM,"it has caused swelling in legs an to much stuff in my urine, and possible heart problems",Type 2 Diabetes Mellitus,Actos oral,5,2,20,"mom2grls0204, 25-34 Female  on Treatment for 1 to less than 2 years (Patient)",1
1/1/2008 2:10:31 AM,"it has caused swelling in legs an to much stuff in my urine, and possible heart problems",Type 2 Diabetes Mellitus,Actos oral,5,5,20,"SONNY G., 65-74 Male  on Treatment for 10 years or more (Patient)",5
12/30/2007 12:30:09 PM,"it has caused swelling in legs an to much stuff in my urine, and possible heart problems",Type 2 Diabetes Mellitus,Actos oral,5,5,20,"Darryle, 45-54 Male  on Treatment for 1 to less than 2 years (Patient)",5
12/30/2007 1:03:03 AM,"it has caused swelling in legs an to much stuff in my urine, and possible heart problems",Type 2 Diabetes Mellitus,Actos oral,3,4,20,"lostone, 45-54 Male  on Treatment for 2 to less than 5 years (Patient)",1
1/20/2008 6:55:50 PM,I take Actos along with 2000mg. of Metformin,Type 2 Diabetes Mellitus,Actos oral,4,4,4,25-34 Female  on Treatment for 2 to less than 5 years (Patient),4
1/19/2008 2:41:41 AM,I take Actos along with 2000mg. of Metformin,Type 2 Diabetes Mellitus,Actos oral,1,1,4,,1
1/18/2008 8:57:05 PM,I take Actos along with 2000mg. of Metformin,Type 2 Diabetes Mellitus,Actos oral,5,2,4,"cc1210, 65-74 Female  on Treatment for less than 1 month (Patient)",1
1/15/2008 5:47:29 PM,I take Actos along with 2000mg. of Metformin,Type 2 Diabetes Mellitus,Actos oral,5,3,4,"mothman1113, 65-74 Male  on Treatment for 1 to 6 months (Patient)",3
1/11/2008 12:11:06 PM,I take Actos along with 2000mg. of Metformin,Type 2 Diabetes Mellitus,Actos oral,1,3,4,45-54 Female  on Treatment for 6 months to less than 1 year (Patient),1
2/10/2008 12:34:40 PM,"I asked my Doc to talk me off Avandia because of FDA warnings; started Actos a few weeks ago. I have defintely gained weight already and started having diffuse pain in my thighs. So I called an on-call Doc and he said to stop it and talk to my regular doctor. I did, and after a week, my pants started falling off me...seriously...and the thigh pain went away (it had been feeling like I had been doi
					...
					",Type 2 Diabetes Mellitus,Actos oral,5,2,38,"Timmy D, 45-54 Male  on Treatment for 1 to 6 months (Patient)",1
1/29/2008 5:23:24 PM,"I asked my Doc to talk me off Avandia because of FDA warnings; started Actos a few weeks ago. I have defintely gained weight already and started having diffuse pain in my thighs. So I called an on-call Doc and he said to stop it and talk to my regular doctor. I did, and after a week, my pants started falling off me...seriously...and the thigh pain went away (it had been feeling like I had been doi
					...
					",Type 2 Diabetes Mellitus,Actos oral,4,3,38,"HenryB, 55-64 Male  on Treatment for 5 to less than 10 years (Patient)",3
1/29/2008 8:27:03 AM,"I asked my Doc to talk me off Avandia because of FDA warnings; started Actos a few weeks ago. I have defintely gained weight already and started having diffuse pain in my thighs. So I called an on-call Doc and he said to stop it and talk to my regular doctor. I did, and after a week, my pants started falling off me...seriously...and the thigh pain went away (it had been feeling like I had been doi
					...
					",Type 2 Diabetes Mellitus,Actos oral,4,3,38,,1
1/27/2008 1:40:25 AM,"I asked my Doc to talk me off Avandia because of FDA warnings; started Actos a few weeks ago. I have defintely gained weight already and started having diffuse pain in my thighs. So I called an on-call Doc and he said to stop it and talk to my regular doctor. I did, and after a week, my pants started falling off me...seriously...and the thigh pain went away (it had been feeling like I had been doi
					...
					",Type 2 Diabetes Mellitus,Actos oral,4,1,38,"George, 55-64 Male  on Treatment for less than 1 month (Patient)",1
1/23/2008 6:20:57 PM,"I asked my Doc to talk me off Avandia because of FDA warnings; started Actos a few weeks ago. I have defintely gained weight already and started having diffuse pain in my thighs. So I called an on-call Doc and he said to stop it and talk to my regular doctor. I did, and after a week, my pants started falling off me...seriously...and the thigh pain went away (it had been feeling like I had been doi
					...
					",Type 2 Diabetes Mellitus,Actos oral,4,1,38,,1
2/19/2008 7:49:33 PM,my sugars have dropped but still not within standards. still very happy. I haven't gained any weight but do have joint pain. overall I am satisfied.,Type 2 Diabetes Mellitus,Actos oral,5,4,10,"livelaughlove, 35-44 Female  on Treatment for 1 to 6 months (Patient)",5
2/19/2008 4:40:27 PM,my sugars have dropped but still not within standards. still very happy. I haven't gained any weight but do have joint pain. overall I am satisfied.,Type 2 Diabetes Mellitus,Actos oral,5,5,10,"Linda, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",5
2/18/2008 12:35:15 PM,my sugars have dropped but still not within standards. still very happy. I haven't gained any weight but do have joint pain. overall I am satisfied.,Type 2 Diabetes Mellitus,Actos oral,4,4,10,"AMS, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",2
2/15/2008 3:48:34 AM,my sugars have dropped but still not within standards. still very happy. I haven't gained any weight but do have joint pain. overall I am satisfied.,Type 2 Diabetes Mellitus,Actos oral,5,5,10,"waterace, 55-64 Male  on Treatment for 2 to less than 5 years",2
2/12/2008 12:32:28 PM,my sugars have dropped but still not within standards. still very happy. I haven't gained any weight but do have joint pain. overall I am satisfied.,Type 2 Diabetes Mellitus,Actos oral,3,4,10,45-54 Female  on Treatment for 1 to less than 2 years (Patient),1
3/9/2008 6:53:44 PM,i just started this med this week i hope it works,Type 2 Diabetes Mellitus,Actos oral,1,1,2,"unwilliing, 35-44 Female  on Treatment for less than 1 month (Patient)",3
3/1/2008 3:55:06 PM,i just started this med this week i hope it works,Type 2 Diabetes Mellitus,Actos oral,5,4,2,"lumik, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",3
2/29/2008 9:04:16 PM,i just started this med this week i hope it works,Type 2 Diabetes Mellitus,Actos oral,5,4,2,"FuldaVet, 45-54 Male  on Treatment for less than 1 month (Patient)",1
2/27/2008 6:04:46 PM,i just started this med this week i hope it works,Type 2 Diabetes Mellitus,Actos oral,1,2,2,,1
2/26/2008 3:35:16 PM,i just started this med this week i hope it works,Type 2 Diabetes Mellitus,Actos oral,5,4,2,"chowdawgpup65, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",4
4/5/2008 10:47:04 PM,Works well with insulin combo therapy.I wish a generic version was avaliable.,Type 2 Diabetes Mellitus,Actos oral,3,5,3,"timbgtm, 35-44 Male  on Treatment for 2 to less than 5 years (Patient)",3
4/1/2008 3:16:44 PM,Works well with insulin combo therapy.I wish a generic version was avaliable.,Type 2 Diabetes Mellitus,Actos oral,4,2,3,55-64 Female  on Treatment for 2 to less than 5 years (Patient),1
3/26/2008 5:05:09 PM,Works well with insulin combo therapy.I wish a generic version was avaliable.,Type 2 Diabetes Mellitus,Actos oral,5,2,3,"silver lady, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",2
3/21/2008 3:58:35 PM,Works well with insulin combo therapy.I wish a generic version was avaliable.,Type 2 Diabetes Mellitus,Actos oral,5,2,3,"wesley, 35-44 Male  on Treatment for 1 to less than 2 years (Patient)",1
3/13/2008 1:55:16 PM,Works well with insulin combo therapy.I wish a generic version was avaliable.,Type 2 Diabetes Mellitus,Actos oral,5,2,3,75 or over Male  on Treatment for less than 1 month (Patient),2
4/17/2008 1:26:17 AM,Loved it,Type 2 Diabetes Mellitus,Actos oral,4,5,0,"Josey, 35-44 Male  on Treatment for 1 to 6 months (Patient)",5
4/16/2008 3:55:25 PM,Loved it,Type 2 Diabetes Mellitus,Actos oral,4,4,0,,4
4/16/2008 3:26:26 PM,Loved it,Type 2 Diabetes Mellitus,Actos oral,4,4,0,"ms_scahlett, 55-64 Female  on Treatment for less than 1 month (Patient)",3
4/14/2008 4:01:04 PM,Loved it,Type 2 Diabetes Mellitus,Actos oral,3,1,0,,1
4/11/2008 8:05:55 PM,Loved it,Type 2 Diabetes Mellitus,Actos oral,5,4,0,"CJ, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",2
5/1/2008 6:22:58 PM,can you give me info on actos pioglitazone HCI 15mg tablets,Type 2 Diabetes Mellitus,Actos oral,1,1,4,"zya4re, 45-54 Female  on Treatment for less than 1 month (Caregiver)",1
4/27/2008 9:04:03 PM,can you give me info on actos pioglitazone HCI 15mg tablets,Type 2 Diabetes Mellitus,Actos oral,4,1,4,"ambudrive, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",1
4/27/2008 6:53:52 PM,can you give me info on actos pioglitazone HCI 15mg tablets,Type 2 Diabetes Mellitus,Actos oral,5,3,4,65-74 Male  on Treatment for 1 to less than 2 years (Patient),1
4/24/2008 2:27:20 PM,can you give me info on actos pioglitazone HCI 15mg tablets,Type 2 Diabetes Mellitus,Actos oral,5,2,4,"FESTUS, 55-64 Male  on Treatment for 1 to less than 2 years (Patient)",2
4/21/2008 1:26:27 PM,can you give me info on actos pioglitazone HCI 15mg tablets,Type 2 Diabetes Mellitus,Actos oral,5,3,4,"April, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",1
5/14/2008 4:08:33 PM,water retention in the legs,Type 2 Diabetes Mellitus,Actos oral,4,4,11,"Harley, 65-74 on Treatment for 2 to less than 5 years (Patient)",2
5/14/2008 12:53:10 PM,water retention in the legs,Type 2 Diabetes Mellitus,Actos oral,5,5,11,"milesfriend, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",5
5/13/2008 10:04:43 PM,water retention in the legs,Type 2 Diabetes Mellitus,Actos oral,4,3,11,"BigLyle, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",1
5/7/2008 3:47:09 PM,water retention in the legs,Type 2 Diabetes Mellitus,Actos oral,4,3,11,25-34 Female  on Treatment for 1 to 6 months (Patient),1
5/3/2008 7:44:28 PM,water retention in the legs,Type 2 Diabetes Mellitus,Actos oral,1,4,11,"jc, 65-74 Female  on Treatment for 1 to less than 2 years (Patient)",1
5/31/2008 11:38:28 PM,yeast infection,Type 2 Diabetes Mellitus,Actos oral,3,3,3,"getta, 55-64 Female  on Treatment for 1 to 6 months (Patient)",3
5/30/2008 4:06:34 PM,yeast infection,Type 2 Diabetes Mellitus,Actos oral,4,4,3,45-54 Female  on Treatment for 1 to less than 2 years (Patient),3
5/18/2008 7:46:28 PM,yeast infection,Type 2 Diabetes Mellitus,Actos oral,5,4,3,"newby, 55-64 Female  on Treatment for 1 to 6 months (Patient)",3
5/16/2008 9:08:46 AM,yeast infection,Type 2 Diabetes Mellitus,Actos oral,4,4,3,,4
5/15/2008 8:32:37 AM,yeast infection,Type 2 Diabetes Mellitus,Actos oral,5,1,3,65-74 Female  on Treatment for less than 1 month (Patient),1
6/20/2008 3:50:25 PM,After reading the reviews now I know why I have such bad gas.  I seems eveything give me gas lately.  I just thought it was what I was eating.  I am also feeling tired all the time.,Type 2 Diabetes Mellitus,Actos oral,4,2,14,45-54 Female  on Treatment for less than 1 month (Patient),2
6/12/2008 3:00:42 PM,After reading the reviews now I know why I have such bad gas.  I seems eveything give me gas lately.  I just thought it was what I was eating.  I am also feeling tired all the time.,Type 2 Diabetes Mellitus,Actos oral,5,5,14,"rdeso, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",5
6/6/2008 11:01:17 AM,After reading the reviews now I know why I have such bad gas.  I seems eveything give me gas lately.  I just thought it was what I was eating.  I am also feeling tired all the time.,Type 2 Diabetes Mellitus,Actos oral,5,5,14,45-54 Male  on Treatment for less than 1 month (Patient),5
6/2/2008 1:07:24 PM,After reading the reviews now I know why I have such bad gas.  I seems eveything give me gas lately.  I just thought it was what I was eating.  I am also feeling tired all the time.,Type 2 Diabetes Mellitus,Actos oral,4,4,14,"David,  Male  on Treatment for 2 to less than 5 years (Patient)",1
6/1/2008 4:37:46 PM,After reading the reviews now I know why I have such bad gas.  I seems eveything give me gas lately.  I just thought it was what I was eating.  I am also feeling tired all the time.,Type 2 Diabetes Mellitus,Actos oral,4,4,14,"Beesassy, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",4
6/30/2008 8:22:31 AM,e,Type 2 Diabetes Mellitus,Actos oral,2,1,1,"v, 45-54 Male  on Treatment for 1 to less than 2 years (Caregiver)",2
6/28/2008 8:45:12 PM,e,Type 2 Diabetes Mellitus,Actos oral,2,2,1,"wlfree, 65-74 Male  on Treatment for 1 to 6 months (Patient)",1
6/26/2008 10:50:30 PM,e,Type 2 Diabetes Mellitus,Actos oral,4,4,1,"arkansashobo10, 55-64 Female  on Treatment for 5 to less than 10 years (Patient)",4
6/22/2008 7:34:03 PM,e,Type 2 Diabetes Mellitus,Actos oral,5,4,1,"harryG, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",3
6/22/2008 9:26:29 AM,e,Type 2 Diabetes Mellitus,Actos oral,1,1,1,on Treatment for 1 to less than 2 years,1
8/7/2008 12:10:43 PM,"Suffering sore throat, Muscle pain, vision problems, Nausea, stomach pain, chills, dizziness, drowsiness, shakingrapid heart rate, pain in left arm, weakness, headache, tingling in hands and feet, hunger.",Type 2 Diabetes Mellitus,Actos oral,1,1,25,55-64 Female  on Treatment for 2 to less than 5 years (Patient),1
8/1/2008 4:30:34 PM,"Suffering sore throat, Muscle pain, vision problems, Nausea, stomach pain, chills, dizziness, drowsiness, shakingrapid heart rate, pain in left arm, weakness, headache, tingling in hands and feet, hunger.",Type 2 Diabetes Mellitus,Actos oral,3,3,25,,3
7/26/2008 2:20:00 PM,"Suffering sore throat, Muscle pain, vision problems, Nausea, stomach pain, chills, dizziness, drowsiness, shakingrapid heart rate, pain in left arm, weakness, headache, tingling in hands and feet, hunger.",Type 2 Diabetes Mellitus,Actos oral,1,2,25,"dianne901, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",1
7/18/2008 11:05:58 AM,"Suffering sore throat, Muscle pain, vision problems, Nausea, stomach pain, chills, dizziness, drowsiness, shakingrapid heart rate, pain in left arm, weakness, headache, tingling in hands and feet, hunger.",Type 2 Diabetes Mellitus,Actos oral,5,3,25,"cajunfudge70, 35-44 Female  on Treatment for less than 1 month (Patient)",3
7/14/2008 3:46:38 PM,"Suffering sore throat, Muscle pain, vision problems, Nausea, stomach pain, chills, dizziness, drowsiness, shakingrapid heart rate, pain in left arm, weakness, headache, tingling in hands and feet, hunger.",Type 2 Diabetes Mellitus,Actos oral,5,4,25,55-64 Male  on Treatment for 1 to less than 2 years (Patient),4
8/28/2008 1:02:42 PM,"weight gain, shortness of breath and tiredness",Type 2 Diabetes Mellitus,Actos oral,5,4,10,"bballkoch, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",3
8/20/2008 11:04:06 PM,"weight gain, shortness of breath and tiredness",Type 2 Diabetes Mellitus,Actos oral,2,3,10,55-64 Female  on Treatment for 2 to less than 5 years (Patient),2
8/19/2008 5:23:00 PM,"weight gain, shortness of breath and tiredness",Type 2 Diabetes Mellitus,Actos oral,4,4,10,"cheech, 55-64 Male  on Treatment for 1 to 6 months (Patient)",3
8/17/2008 10:29:26 PM,"weight gain, shortness of breath and tiredness",Type 2 Diabetes Mellitus,Actos oral,5,4,10,55-64 Male  on Treatment for 2 to less than 5 years (Patient),5
8/13/2008 11:49:04 PM,"weight gain, shortness of breath and tiredness",Type 2 Diabetes Mellitus,Actos oral,3,3,10,"dvf922, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",2
9/13/2008 7:02:01 PM,"After several years my glucose numbeers dropped, but, when they would be in the 80s or 90s I would feel dizzy and unsteady.  I have to get my numberes inthe 100s. I,also,take metformin and glyburide and aggronox.",Type 2 Diabetes Mellitus,Actos oral,4,3,6,"jack112229, 75 or over Male  on Treatment for 5 to less than 10 years (Patient)",3
9/4/2008 4:42:14 PM,"After several years my glucose numbeers dropped, but, when they would be in the 80s or 90s I would feel dizzy and unsteady.  I have to get my numberes inthe 100s. I,also,take metformin and glyburide and aggronox.",Type 2 Diabetes Mellitus,Actos oral,4,2,6,"pje1949, 55-64 Female  on Treatment for 1 to less than 2 years (Patient)",2
9/3/2008 1:59:55 AM,"After several years my glucose numbeers dropped, but, when they would be in the 80s or 90s I would feel dizzy and unsteady.  I have to get my numberes inthe 100s. I,also,take metformin and glyburide and aggronox.",Type 2 Diabetes Mellitus,Actos oral,4,4,6,"Farah, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",3
9/2/2008 10:00:09 AM,"After several years my glucose numbeers dropped, but, when they would be in the 80s or 90s I would feel dizzy and unsteady.  I have to get my numberes inthe 100s. I,also,take metformin and glyburide and aggronox.",Type 2 Diabetes Mellitus,Actos oral,3,3,6,"normous,  Male",3
8/31/2008 5:26:43 PM,"After several years my glucose numbeers dropped, but, when they would be in the 80s or 90s I would feel dizzy and unsteady.  I have to get my numberes inthe 100s. I,also,take metformin and glyburide and aggronox.",Type 2 Diabetes Mellitus,Actos oral,5,2,6,45-54 Male  on Treatment for less than 1 month (Patient),3
9/24/2008 9:01:03 AM,I have begun feeling so physically tire and exhausted from lack of energy that I no longer get much exercise at all. Our family physician insists the benefits outweigh the side effects. Are there any options? ,Type 2 Diabetes Mellitus,Actos oral,5,3,9,55-64 Male  on Treatment for 1 to less than 2 years (Patient),1
9/22/2008 11:11:05 PM,I have begun feeling so physically tire and exhausted from lack of energy that I no longer get much exercise at all. Our family physician insists the benefits outweigh the side effects. Are there any options? ,Type 2 Diabetes Mellitus,Actos oral,5,5,9,"gphard, 65-74 Female  on Treatment for 2 to less than 5 years (Patient)",5
9/19/2008 7:35:09 PM,I have begun feeling so physically tire and exhausted from lack of energy that I no longer get much exercise at all. Our family physician insists the benefits outweigh the side effects. Are there any options? ,Type 2 Diabetes Mellitus,Actos oral,4,4,9,65-74 Female  on Treatment for 2 to less than 5 years (Patient),4
9/18/2008 7:03:01 PM,I have begun feeling so physically tire and exhausted from lack of energy that I no longer get much exercise at all. Our family physician insists the benefits outweigh the side effects. Are there any options? ,Type 2 Diabetes Mellitus,Actos oral,5,1,9,"FuzzyFarm, 65-74 Female  on Treatment for less than 1 month (Patient)",1
9/24/2008 1:31:10 PM,I have begun feeling so physically tire and exhausted from lack of energy that I no longer get much exercise at all. Our family physician insists the benefits outweigh the side effects. Are there any options? ,Type 2 Diabetes Mellitus,Actos oral,5,5,9,,5
9/25/2008 6:18:15 PM,my glucose has gone down i am happy,Type 2 Diabetes Mellitus,Actos oral,3,3,2,"karl, 55-64 Male  on Treatment for 1 to 6 months (Patient)",3
9/30/2008 6:25:38 PM,my glucose has gone down i am happy,Type 2 Diabetes Mellitus,Actos oral,4,4,2,"velvet, 55-64 Female  on Treatment for less than 1 month (Patient)",4
9/26/2008 2:19:03 PM,my glucose has gone down i am happy,Type 2 Diabetes Mellitus,Actos oral,5,4,2,55-64 Female  on Treatment for less than 1 month (Patient),1
10/7/2008 10:44:43 PM,my glucose has gone down i am happy,Type 2 Diabetes Mellitus,Actos oral,3,3,2,,1
10/5/2008 11:37:25 AM,my glucose has gone down i am happy,Type 2 Diabetes Mellitus,Actos oral,5,5,2,45-54 Female  on Treatment for 1 to less than 2 years (Patient),2
10/21/2008 5:49:26 PM,"I was prescribed Actos April 07, found I had several reactions, reported to St Vincents Hospital Dublin 4 and my Doctor Sara McCarthy no notice was taken it took a further 3 visits for me to be taken of this tablet.  Very unhappy at not been listned too. Jeannette ",Type 2 Diabetes Mellitus,Actos oral,1,2,12,"Jeannette Murphy, 55-64 Female  on Treatment for 10 years or more (Patient)",1
10/20/2008 11:13:03 AM,"I was prescribed Actos April 07, found I had several reactions, reported to St Vincents Hospital Dublin 4 and my Doctor Sara McCarthy no notice was taken it took a further 3 visits for me to be taken of this tablet.  Very unhappy at not been listned too. Jeannette ",Type 2 Diabetes Mellitus,Actos oral,5,5,12,"eddie, 65-74 on Treatment for 5 to less than 10 years (Patient)",5
10/16/2008 11:49:46 PM,"I was prescribed Actos April 07, found I had several reactions, reported to St Vincents Hospital Dublin 4 and my Doctor Sara McCarthy no notice was taken it took a further 3 visits for me to be taken of this tablet.  Very unhappy at not been listned too. Jeannette ",Type 2 Diabetes Mellitus,Actos oral,3,3,12,,3
10/14/2008 2:19:57 PM,"I was prescribed Actos April 07, found I had several reactions, reported to St Vincents Hospital Dublin 4 and my Doctor Sara McCarthy no notice was taken it took a further 3 visits for me to be taken of this tablet.  Very unhappy at not been listned too. Jeannette ",Type 2 Diabetes Mellitus,Actos oral,4,4,12,"timone, 55-64 Male  on Treatment for 2 to less than 5 years (Patient)",4
10/13/2008 4:31:39 PM,"I was prescribed Actos April 07, found I had several reactions, reported to St Vincents Hospital Dublin 4 and my Doctor Sara McCarthy no notice was taken it took a further 3 visits for me to be taken of this tablet.  Very unhappy at not been listned too. Jeannette ",Type 2 Diabetes Mellitus,Actos oral,2,2,12,45-54 Female  on Treatment for 1 to 6 months (Patient),1
10/30/2008 4:19:45 AM,leg would swell even with out sock or not standing all day. bad side effects,Type 2 Diabetes Mellitus,Actos oral,3,3,10,35-44 Male  on Treatment for 1 to less than 2 years (Patient),2
10/29/2008 10:45:55 PM,leg would swell even with out sock or not standing all day. bad side effects,Type 2 Diabetes Mellitus,Actos oral,3,3,10,55-64 Male  on Treatment for less than 1 month (Patient),3
10/29/2008 3:05:30 PM,leg would swell even with out sock or not standing all day. bad side effects,Type 2 Diabetes Mellitus,Actos oral,3,4,10,"duckfeet, 65-74 Female  (Patient)",1
